"","stabr","fscskey","libid","libname","address","city","cnty","zip","zip4","addres_m2000","city_m2000","zip_m2000","zip4_m2000","phone2000","c_relatn","c_legbas","c_admin","c_fscs","geocode2000","popu_lsa2000","popu_und2000","centlib2000","branlib2000","bkmob2000","master2000","libraria2000","othpaid2000","totstaff2000","locgvt2000","stgvt2000","fedgvt2000","othincm2000","totincm2000","salaries2000","benefit2000","staffexp2000","totexpco2000","othopexp2000","totopexp2000","capital2000","bkvol2000","audio2000","video2000","subscrip2000","hrs_open2000","visits2000","referenc2000","totcir2000","loanto2000","loanfm2000","kidcircl2000","kidatten2000","elmatexp2000","elaccexp2000","elmats2000","elsvcacc2000","inetacc2000","inetuse2000","stfterms2000","gpterms2000","eres_usr2000","pub_fips2000","cntyfips2000","yr_sub2000","obereg2000","rstatus2000"
"1","AK","AK0001","AK0001-002","ANCHOR POINT PUBLIC LIBRARY","73405 MILO FITZ AVENUE","ANCHOR POINT","KENAI PENINSULA","99556","0129","P.O. BOX 129","ANCHOR POINT","99556","0129","9072355692","NO","NP","SO","Y","CI2",2176,2176,1,0,0,0,0.25,0,0.25,0,6300,0,5667,11967,NA,NA,NA,3075,NA,11967,0,12045,45,225,7,520,1820,150,4398,0,2,1596,337,100,198,3,"Y","Y","PE",1,2,25,"02","122",2001,"08",2
"2","AK","AK0002","AK0002-011","ANCHORAGE MUNICIPAL LIBRARIES","3600 DENALI STREET","ANCHORAGE","ANCHORAGE","99503","6093","3600 DENALI STREET","ANCHORAGE","99503","6093","9073432975","NO","CO","MO","Y","MA1",260283,260283,1,5,0,42.81,42.81,71.23,114.04,8343325,58110,285076,615571,9302082,3930926,1331348,5262274,1144270,2904000,9310544,0,585000,25500,13000,1865,11544,791657,170950,1228366,6878,3850,470562,24043,126358,120000,285,"Y","Y","PE",70,125,8880,"02","020",2001,"08",1
"3","AK","AK0003","AK0003-002","ANDERSON VILLAGE LIBRARY","M","ANDERSON","DENALI","99744","3078","P.O. BOX 3078","ANDERSON","99744","3078","9075822628","NO","CI","SO","Y","CI1",367,367,1,0,0,0,0.25,0,0.25,3000,6300,0,4000,13300,NA,NA,NA,3024,NA,13300,0,13725,460,1155,16,520,3125,731,2479,1,19,1376,215,50,337,195,"Y","Y","PE",2,5,36,"02","068",2001,"08",2
"4","AK","AK0006","AK0006-002","KUSKOKWIM CONSORTIUM LIBRARY","420 STATE HIGHWAY","BETHEL","BETHEL","99559","1068","P.O. BOX 1068","BETHEL","99559","1068","9075434516","NO","MJ","SO","Y","CI1",5471,5471,1,0,0,1,3,0.25,3.25,65000,6300,0,134158,205458,125207,40190,165397,21571,16875,203843,0,36329,2444,1153,90,2860,18080,3536,19330,127,181,4796,3143,897,5449,40,"Y","Y","PE",3,8,140,"02","050",2001,"08",2
"5","AK","AK0007","AK0007-002","BIG LAKE PUBLIC LIBRARY","MILE 4 SOUTH BIG LAKE ROAD","BIG LAKE","MATANUSKA-SUSITNA","99652","0829","P.O. BOX 520829","BIG LAKE","99652","0829","9078926475","NO","CO","SO","Y","CI2",5572,5572,1,0,0,0,1,0.5,1.5,111278,6300,9253,0,126831,NA,NA,NA,15934,NA,117578,0,13388,560,565,46,2132,20381,1275,20252,8,30,9721,1272,0,6062,0,"Y","Y","PE",2,4,30,"02","170",2001,"08",1
"6","AK","AK0008","AK0008-002","CANTWELL COMMUNITY LIBRARY","MILE 133.5 DENALI HIGHWAY","CANTWELL","DENALI","99729","0068","P.O. BOX 68","CANTWELL","99729","0068","9077682372","NO","NP","SO","Y","CI2",222,222,1,0,0,0,0.38,0.38,0.76,955,6300,4000,525,11780,NA,NA,NA,5335,NA,11780,0,9665,104,174,16,720,2500,150,3545,25,35,2025,130,0,337,0,"Y","Y","PE",3,12,45,"02","068",2001,"08",2
"7","AK","AK0011","AK0011-002","CHINIAK PUBLIC LIBRARY","42650 CHINIAK HIGHWAY","CHINIAK","KODIAK ISLAND","99615","5610","P.O. BOX 5610","CHINIAK","99615","5610","9074863022","NO","NP","SO","N","CI2",50,50,1,0,0,0,0,0,0,3000,7300,0,0,10300,NA,NA,NA,2477,NA,10481,0,7988,60,638,20,936,2573,150,4900,0,6,2395,839,422,323,25,"Y","Y","PE",1,3,7,"02","150",2001,"08",1
"8","AK","AK0014","AK0014-002","COLD BAY PUBLIC LIBRARY","CITY BUILDING","COLD BAY","ALEUTIANS EAST","99571","0087","P.O. BOX 87","COLD BAY","99571","0087","9075322878","NO","NP","SO","N","CI1",88,88,1,0,0,0,0,0,0,2000,6300,0,0,8300,NA,NA,NA,3407,NA,5793,0,8798,508,2040,8,728,2050,48,3593,0,0,286,34,200,0,32,"N","N",NA,0,0,0,"02","013",2001,"08",1
"9","AK","AK0015","AK0015-002","COOPER LANDING COMMUNITY LIBRARY","BEAN CREEK ROAD","COOPER LANDING","KENAI PENINSULA","99572","M","P.O. BOX 517","COOPER LANDING","99572","0517","9075951241","NO","NP","SO","N","CI2",649,649,1,0,0,0,0,0,0,0,6300,0,9095,15395,NA,NA,NA,5270,NA,10850,0,3664,485,531,1,1144,3502,624,3757,0,28,532,0,0,1710,1,"Y","Y","PE",1,2,46,"02","122",2001,"08",1
"10","AK","AK0016","AK0016-002","CORDOVA PUBLIC LIBRARY","622 FIRST STREET","CORDOVA","VALDEZ-CORDOVA","99574","1210","P.O. BOX 1210","CORDOVA","99574","1210","9074246667","NO","CI","SO","Y","CI1",2454,2454,1,0,0,0,1,1.75,2.75,129284,6300,0,0,135584,82420,31889,114309,11600,10375,136284,0,22195,1086,1154,50,1820,18452,1300,22191,0,371,6163,4284,0,1200,0,"Y","Y","PE",3,7,203,"02","261",2001,"08",2
"11","AK","AK0017","AK0017-003","CRAIG PUBLIC LIBRARY","504 THIRD STREET","CRAIG","PR WALES-OUTER KE","99921","0026","P.O. BOX 769","CRAIG","99921","0769","9078263281","NO","CI","SO","Y","CI1",1397,1397,1,0,0,0,0.9,2.7,3.6,53831,6300,0,0,60131,32800,4400,37200,10934,11752,59886,0,10900,356,630,61,1820,11517,998,13378,0,157,5020,1362,0,3011,0,"Y","Y","PE",2,2,68,"02","201",2001,"08",2
"12","AK","AK0018","AK0018-002","IPNATCHIAQ LIBRARY","53 MAIN STREET","DEERING","NORTHWEST ARCTIC","99736","0049","GENERAL DELIVERY","DEERING","99736","0049","9073632136","NO","CI","SO","Y","CI1",136,136,1,0,0,0,0.46,0,0.46,4000,6300,4500,0,14800,NA,NA,NA,4118,NA,14667,0,7671,341,145,22,907,3479,27,310,0,3,83,447,0,0,15,"N","N",NA,0,0,0,"02","188",2001,"08",1
"13","AK","AK0019","AK0019-002","DELTA COMMUNITY LIBRARY","2288 DEBORAH STREET","DELTA JUNCTION","SE FAIRBANK","99737","0229","P.O. BOX 229","DELTA JUNCTION","99737","0229","9078954102","NO","CI","SO","Y","CI2",840,840,1,0,0,0,0.75,2.25,3,40399,6300,0,0,46699,26322,3237,29559,4743,12397,46699,0,9280,213,417,5,1560,8899,1820,18324,12,226,5089,596,0,1347,0,"Y","Y","PE",2,3,60,"02","240",2001,"08",2
"14","AK","AK0020","AK0020-002","DILLINGHAM PUBLIC LIBRARY","361 D STREET, WEST","DILLINGHAM","DILLINGHAM","99576","0870","P.O. BOX 870","DILLINGHAM","99576","0870","9078425610","NO","CI","SO","Y","CI1",2466,2466,1,0,0,0,0.7,0.7,1.4,70201,6300,7000,0,83501,NA,NA,NA,15038,NA,72912,0,12660,302,1051,71,1352,9641,150,9493,0,80,2317,1079,1000,3940,10,"Y","Y","PE",2,4,46,"02","070",2001,"08",1
"15","AK","AK0021","AK0021-002","EAGLE PUBLIC LIBRARY","2ND & AMUNDSEN","EAGLE","SE FAIRBANK","99738","0045","P.O. BOX 45","EAGLE","99738","0045","9075472334","NO","NP","SO","N","CI1",129,129,1,0,0,0,0,0,0,1000,6300,1705,1421,10426,NA,NA,NA,4248,NA,7300,0,7000,194,1538,39,950,1525,275,7570,0,54,2103,496,865,2395,22,"Y","Y","PE",1,2,30,"02","240",2001,"08",2
"16","AK","AK0022","AK0022-002","ELIM COMMUNITY LIBRARY","101 HILLSIDE STREET","ELIM","NOME","99739","0050","P.O. BOX 39050","ELIM","99739","0050","9078903501","NO","CI","SO","Y","CI1",313,313,1,0,0,0,0.5,0,0.5,7349,10564,6300,199,24412,NA,NA,NA,2370,NA,20113,25940,6700,94,74,25,960,1580,138,982,0,16,642,230,51,3923,26,"Y","Y","PE",1,2,15,"02","180",2001,"08",1
"17","AK","AK0023","AK0023-002","FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARY","1215 COWLES STREET","FAIRBANKS","FAIRBANKS NORTH","99701","4394","1215 COWLES STREET","FAIRBANKS","99701","4394","9074591020","NO","CO","MO","Y","CO2",113523,113523,1,1,0,9,10.75,38.6,49.35,3240703,17124,559124,995249,4812200,1868139,687390,2555529,401608,345660,3302797,0,261479,8442,7689,584,4959,270803,70781,571000,4800,3610,169076,11648,12119,88901,223,"Y","Y","PE",20,46,781,"02","090",2001,"08",2
"18","AK","AK0025","AK0025-002","CHARLES EVANS COMMUNITY/SCHOOL LIBRARY","ANTOSKI DRIVE","GALENA","YUKON-KOYUKUK","99741","0149","P.O. BOX 149","GALENA","99471","0149","9076562105","NO","CI","SO","Y","CI1",675,675,1,0,0,0,0.25,0,0.25,14679,6300,0,1089,22068,NA,NA,NA,1570,NA,19552,0,13626,90,160,41,480,1812,22,6852,20,56,1903,115,0,0,5,"Y","Y","PE",2,5,55,"02","290",2001,"08",2
"19","AK","AK0027","AK0027-002","COPPER VALLEY COMMUNITY LIBRARY","MILE 186 GLENN HIGHWAY","GLENNALLEN","VALDEZ-CORDOVA","99588","0173","P.O. BOX 173","GLENNALLEN","99588","0173","9078225427","NO","NP","MO","Y","CI2",554,554,1,0,1,0,0.73,0.1,0.83,4170,10155,1622,23341,39288,NA,NA,NA,4960,NA,40524,0,14000,361,1513,42,1688,8500,400,17001,0,320,4190,966,0,420,10,"Y","Y","PE",2,3,50,"02","261",2001,"08",1
"20","AK","AK0028","AK0028-002","GUSTAVUS PUBLIC LIBRARY","#14 GUSTAVUS MAIN ROAD","GUSTAVUS","SKAGWAY-ANGOON","99826","0279","P.O. BOX 279","GUSTAVUS","99826","0279","9076972350","NO","NP","SO","Y","CI2",429,429,1,0,0,0,0.25,0,0.25,2870,6300,0,8257,17427,NA,NA,NA,2529,NA,17427,0,8351,99,269,31,900,5283,199,6707,3,49,3776,630,150,252,16,"Y","Y","PE",2,3,26,"02","232",2001,"08",1
"21","AK","AK0029","AK0029-002","HAINES BOROUGH PUBLIC LIBRARY","103 THIRD AVENUE SOUTH","HAINES","HAINES","99827","1089","P.O. BOX 1089","HAINES","99827","1089","9077663830","NO","CO","SO","Y","CO2",2392,2392,1,0,0,0,1.5,1.22,2.72,202978,14890,11989,22787,252644,107230,48176,155406,37902,35065,228373,14043,20619,1311,1858,120,2678,43680,7000,56283,174,771,11907,2225,250,3042,47,"Y","Y","PE",5,11,60,"02","100",2001,"08",2
"22","AK","AK0030","AK0030-002","TRI-VALLEY COMMUNITY LIBRARY","SUNTRANA ROAD","HEALY","DENALI","99743","0400","P.O. BOX 518","HEALY","99743","0518","9076832048","NO","NP","SO","Y","CI2",1000,1000,1,0,0,0,0.5,0.1,0.6,6327,6300,0,18032,30659,NA,NA,NA,4546,NA,23799,0,20335,714,736,48,720,3848,500,18500,3,135,5138,751,0,0,31,"Y","Y","PE",3,6,50,"02","068",2001,"08",2
"23","AK","AK0031","AK0031-002","HOLLIS PUBLIC LIBRARY","M","HOLLIS","PR WALES-OUTER KE","99950","0070","P.O. BOX 5","HOLLIS","99950","0005","9075307112","NO","NP","SO","N","CI2",139,139,1,0,0,0,0,0,0,1900,6300,1850,2585,12635,NA,NA,NA,5877,NA,12344,0,16880,705,325,1,1249,5800,2900,9450,0,6,4050,1465,394,0,88,"N","N",NA,0,0,0,"02","201",2001,"08",1
"24","AK","AK0032","AK0032-002","HOMER PUBLIC LIBRARY","141 WEST PIONEER AVENUE","HOMER","KENAI PENINSULA","99603","7523","141 WEST PIONEER AVENUE","HOMER","99603","7523","9072353180","NO","CI","SO","Y","CI1",11329,11329,1,0,0,1,1,4,5,284742,6300,0,0,291042,171691,26932,198623,20581,51082,270286,20756,34333,390,1017,124,2704,87453,1800,98783,151,493,24509,1157,100,4568,1,"Y","Y","PE",3,12,695,"02","122",2001,"08",2
"25","AK","AK0033","AK0033-002","HOPE/SUNRISE COMMUNITY LIBRARY","A STREET & END STREET","HOPE","KENAI PENINSULA","99605","0127","P.O. BOX 127","HOPE","99605","0127","9077823121","NO","NP","SO","Y","CI2",216,216,1,0,0,0,0.3,0,0.3,0,13050,0,4296,17346,NA,NA,NA,1269,NA,10596,0,4641,25,39,5,624,1302,48,1062,0,4,65,48,0,0,9,"N","N",NA,0,0,0,"02","122",2001,"08",2
"26","AK","AK0035","AK0035-004","JUNEAU PUBLIC LIBRARIES","292 MARINE WAY","JUNEAU","JUNEAU","99801","1361","292 MARINE WAY","JUNEAU","99801","1361","9075865324","NO","CO","MO","Y","CO1",43824,43824,1,2,0,4.69,4.69,15.56,20.25,1492979,36516,87898,0,1617393,791620,202158,993778,129655,483960,1607393,0,113612,3000,3300,364,7856,364397,17919,247817,6681,7027,101969,10467,5400,127000,57,"Y","Y","PE",20,57,1558,"02","110",2001,"08",1
"27","AK","AK0037","AK0037-002","KASILOF PUBLIC LIBRARY","MILE 110 STERLING HIGHWAY","KASILOF","KENAI PENINSULA","99610","0176","P.O. BOX 176","KASILOF","99610","0176","9072624844","NO","NP","SO","Y","CI2",1132,1132,1,0,0,0,0.25,0,0.25,0,6300,0,634,6934,NA,NA,NA,2953,NA,7523,0,7941,250,241,6,480,14640,125,11870,0,7,3297,360,0,0,6,"Y","Y","PE",3,4,35,"02","122",2001,"08",2
"28","AK","AK0038","AK0038-002","KENAI COMMUNITY LIBRARY","163 MAIN STREET LOOP","KENAI","KENAI PENINSULA","99611","7793","163 MAIN STREET LOOP","KENAI","99611","7793","9072834378","NO","CI","SO","Y","CI1",13560,13560,1,0,0,1,1,4.72,5.72,437478,6300,4790,0,448568,207116,45767,252883,47793,158630,459306,0,77772,524,1664,275,3464,81051,700,87925,658,251,29900,2281,9433,20854,52,"Y","Y","PE",5,13,420,"02","122",2001,"08",1
"29","AK","AK0039","AK0039-002","KETCHIKAN PUBLIC LIBRARY","629 DOCK STREET","KETCHIKAN","KETCHIKAN GATEWAY","99901","6589","629 DOCK STREET","KETCHIKAN","99901","6589","9072253331","NO","CO","SO","Y","CO1",14070,14070,1,0,0,3,3.65,8.15,11.8,832111,24014,0,23500,879625,412120,155083,567203,99703,184966,851872,68015,52045,1549,4194,293,3016,156452,7097,164703,462,509,61636,5627,7900,39421,548,"Y","Y","PE",5,14,437,"02","130",2001,"08",1
"30","AK","AK0040","AK0040-002","A. HOLMES JOHNSON MEMORIAL LIBRARY","319 LOWER MILL BAY ROAD","KODIAK","KODIAK ISLAND","99615","7341","319 LOWER MILL BAY ROAD","KODIAK","99615","7341","9074868686","NO","CI","SO","Y","CO2",13145,13145,1,0,0,1,1,7.56,8.56,547764,6300,0,5300,559364,324872,83721,408593,64370,78116,551079,0,67396,4999,2028,275,3344,149812,4100,90295,285,346,29571,1507,2000,4500,99,"Y","Y","PE",5,16,154,"02","150",2001,"08",1
"31","AK","AK0041","AK0041-002","CHUKCHI CONSORTIUM LIBRARY","604 THIRD STREET","KOTZEBUE","NORTHWEST ARCTIC","99752","0297","P.O. BOX 297","KOTZEBUE","99752","0297","9074422410","NO","MJ","MO","Y","CI2",3854,3854,1,1,0,0,1.25,1.15,2.4,59091,69510,4500,0,133101,71443,19227,90670,24078,16868,131616,0,14350,395,1362,113,2800,21840,360,7063,27,561,1944,1891,31,7786,3,"Y","Y","PE",3,7,60,"02","188",2001,"08",2
"32","AK","AK0044","AK0044-002","MCGRATH COMMUNITY LIBRARY","CHINANA AVENUE","MCGRATH","YUKON-KOYUKUK","99627","0121","P.O. BOX 249","MCGRATH","99627","0249","9075243843","NO","NP","SO","Y","CI1",354,354,1,0,0,0,0.3,0.5,0.8,5000,6300,4500,7156,22956,NA,NA,NA,4479,NA,19880,0,11990,91,75,17,1196,4005,50,1912,0,17,1031,541,0,1841,80,"Y","Y","PE",2,3,50,"02","290",2001,"08",2
"33","AK","AK0046","AK0046-002","CENTENNIAL LIBRARY","4TH & MILTON STREET","METLAKATLA","PR WALES-OUTER KE","99926","0007","P.O. BOX 7","METLAKATLA","99926","0007","9078866332","NO","NL","SO","Y","CI1",1375,1375,1,0,0,0,0.43,0.32,0.75,11000,6300,4000,0,21300,NA,NA,NA,6812,NA,18538,0,8203,0,349,44,884,2300,188,3215,0,1,893,90,150,50,0,"Y","Y","PI",0,1,20,"02","201",2001,"08",2
"34","AK","AK0047","AK0047-004","MARTIN MONSEN REGIONAL LIBRARY","101 MAIN STREET","NAKNEK","BRISTOL BAY","99633","0147","P.O. BOX 147","NAKNEK","99633","0147","9072464465","NO","CO","MO","Y","CO2",815,815,1,1,0,0,0,3,3,98862,12600,6000,0,117462,75468,13246,88714,14102,8646,111462,0,15884,101,1444,24,3040,6896,200,5130,0,64,2560,1171,0,2475,36,"Y","Y","PE",2,4,25,"02","060",2001,"08",1
"35","AK","AK0048","AK0048-002","NENANA PUBLIC LIBRARY","2ND & MARKET","NENANA","YUKON-KOYUKUK","99760","0040","P.O. BOX 40","NENANA","99760","0040","9078325812","NO","CI","SO","Y","CI1",402,402,1,0,0,0,0.7,0,0.7,19712,6300,4500,0,30512,NA,NA,NA,3346,NA,29878,0,10002,97,1200,14,1456,1860,25,6387,14,23,3100,184,0,0,0,"N","N",NA,0,0,0,"02","290",2001,"08",1
"36","AK","AK0051","AK0051-002","NINILCHIK COMMUNITY LIBRARY","15850 STERLING HIGHWAY","NINILCHIK","KENAI PENINSULA","99639","0165","P.O. BOX 39165","NINILCHIK","99639","0165","9075673333","NO","NP","SO","Y","CI2",2317,2317,1,0,0,0,0.38,0,0.38,0,6300,11215,8191,25706,NA,NA,NA,3101,NA,13450,11000,10773,222,1154,1,1456,6000,200,20717,0,6,2856,126,0,0,0,"N","N",NA,0,0,0,"02","122",2001,"08",1
"37","AK","AK0052","AK0052-002","KEGOAYAH KOZGA LIBRARY","200 FRONT STREET","NOME","NOME","99762","1168","P.O. BOX 1168","NOME","99762","1168","9074436628","NO","CI","SO","Y","CI2",3505,3505,1,0,0,0,2,2,4,163667,6300,0,275,170242,87757,17204,104961,20717,29528,155206,26097,18372,2870,993,98,2288,14040,4178,11932,93,172,6646,1077,350,6789,72,"Y","Y","PE",3,5,270,"02","180",2001,"08",2
"38","AK","AK0053","AK0053-002","NORTHWAY COMMUNITY LIBRARY","MILE 5 NORTHWAY ROAD","NORTHWAY","SE FAIRBANK","99764","0496","P.O. BOX 496","NORTHWAY","99764","0496","9077782251","NO","NP","SO","Y","CI2",95,95,1,0,0,0,0.28,0,0.28,0,5400,4500,805,10705,NA,NA,NA,2026,NA,10685,0,2184,134,557,19,528,1350,10,1154,0,13,234,112,0,0,0,"N","N",NA,0,0,0,"02","240",2001,"08",1
"39","AK","AK0055","AK0055-002","PALMER PUBLIC LIBRARY","655 SOUTH VALLEY WAY","PALMER","MATANUSKA-SUSITNA","99645","6697","655 SOUTH VALLEY WAY","PALMER","99645","6697","9077454690","NO","CI","SO","Y","CI2",18772,18772,1,0,0,1,2,3,5,356633,6300,0,0,362933,146137,64348,210485,38575,99154,348214,0,39096,583,541,68,2080,39000,3380,103527,281,290,44411,15878,2000,30000,4,"Y","Y","PE",1,2,210,"02","170",2001,"08",1
"40","AK","AK0056","AK0056-002","PELICAN PUBLIC LIBRARY","M","PELICAN","SKAGWAY-ANGOON","99832","0712","P.O. BOX 712","PELICAN","99832","0712","9077352500","NO","CI","SO","N","CI1",163,163,1,0,0,0,0,0,0,2144,6300,0,192,8636,NA,NA,NA,5505,NA,8636,0,7986,503,508,60,520,1600,55,1837,0,23,510,169,0,0,6,"N","N",NA,0,0,0,"02","232",2001,"08",2
"41","AK","AK0057","AK0057-002","PETERSBURG PUBLIC LIBRARY","12 NORDIC AVENUE","PETERSBURG","WRANGELL-PETERSBU","99833","0549","P.O. BOX 549","PETERSBURG","99833","0549","9077723349","NO","CI","SO","Y","CI1",3224,3224,1,0,0,1,1,1.4,2.4,160794,6300,267,4928,172289,97168,21183,118351,27703,14295,160349,0,27036,550,1005,100,2200,27232,1144,18660,126,364,5290,1062,0,2400,4,"Y","Y","PE",2,6,100,"02","280",2001,"08",1
"42","AK","AK0058","AK0058-002","JESSIE WAKEFIELD MEMORIAL LIBRARY","207 SPRUCE DRIVE","PORT LIONS","KODIAK ISLAND","99550","0049","P.O. BOX 49","PORT LIONS","99550","0049","9074542288","NO","CI","SO","Y","CI1",256,256,1,0,0,0,0.45,0.45,0.9,3200,6300,4500,5186,19186,NA,NA,NA,3268,NA,19468,0,9756,168,260,45,936,3265,480,3495,0,115,2580,707,500,1120,42,"Y","Y","PE",2,6,37,"02","150",2001,"08",1
"43","AK","AK0060","AK0060-002","RUBY COMMUNITY LIBRARY","10 BOBBY KENNEDY SR. WAY","RUBY","YUKON-KOYUKUK","99768","0010","P.O. BOX 10","RUBY","99768","0010","9074684432","NO","CI","SO","Y","CI1",188,188,1,0,0,0,0.3,0,0.3,6600,5400,0,350,12350,NA,NA,NA,2560,NA,12895,0,2803,62,48,10,600,900,20,4175,0,14,1634,568,0,0,4,"N","N",NA,0,0,0,"02","290",2001,"08",1
"44","AK","AK0061","AK0061-002","ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY","930 TOLSTOI BOULEVARD","ST. PAUL","ALEUTIANS WEST","99660","0905","P.O. BOX 905","ST. PAUL","99660","0905","9075462222","NO","CI","SO","Y","CI1",532,532,1,0,0,0,0.25,0,0.25,5000,4500,4000,0,13500,NA,NA,NA,6447,NA,12882,0,15000,895,750,96,480,4000,50,4600,0,0,2729,115,0,1589,0,"Y","Y","PE",1,6,30,"02","016",2001,"08",2
"45","AK","AK0064","AK0064-002","SELDOVIA PUBLIC LIBRARY","260 SELDOVIA STREET","SELDOVIA","KENAI PENINSULA","99663","0189","P.O. DRAWER H","SELDOVIA","99663","0189","9072347662","NO","NP","SO","N","CI2",819,819,1,0,0,0,0,0,0,0,6300,0,916,7216,NA,NA,NA,5594,NA,6617,0,11186,266,1040,16,625,3562,75,7141,0,30,1229,32,0,0,0,"N","N",NA,0,0,0,"02","122",2001,"08",1
"46","AK","AK0065","AK0065-002","SEWARD COMMUNITY LIBRARY","238 5TH AVENUE","SEWARD","KENAI PENINSULA","99664","0357","P.O. BOX 2389","SEWARD","99664","0357","9072243646","NO","CI","SO","Y","CI2",5652,5652,1,0,0,1,2,1.5,3.5,229442,6300,0,4000,239742,118319,52362,170681,26237,45424,242342,0,30555,1749,1487,70,2392,65000,9600,39984,424,423,15614,1053,500,5100,10,"Y","Y","PE",3,8,300,"02","122",2001,"08",1
"47","AK","AK0066","AK0066-002","NELLIE WEYIOUANNA ILISAAVIK","M","SHISHMAREF","NOME","99772","0051","P.O. BOX 90","SHISHMAREF","99772","0090","9076493011","NO","CI","SO","Y","CI1",562,562,1,0,0,0,0.38,0,0.38,7957,5400,0,0,13357,NA,NA,NA,2019,NA,13356,0,3912,7,15,16,735,1300,10,772,0,0,324,390,0,0,0,"N","N",NA,0,0,0,"02","180",2001,"08",1
"48","AK","AK0067","AK0067-002","KETTLESON MEMORIAL LIBRARY","320 HARBOR DRIVE","SITKA","SITKA","99835","7570","320 HARBOR DRIVE","SITKA","99835","7570","9077478708","NO","CO","SO","Y","CO1",8835,8835,1,0,0,2,2,4.7,6.7,534985,10596,0,23376,568957,210035,101077,311112,65240,174502,550854,0,51662,3159,3123,222,3120,96876,8216,124835,1975,1682,54861,9607,6090,70441,14,"Y","Y","PE",3,10,524,"02","220",2001,"08",1
"49","AK","AK0068","AK0068-002","SKAGWAY PUBLIC LIBRARY","769 STATE STREET","SKAGWAY","SKAGWAY-ANGOON","99840","0394","P.O. BOX 394","SKAGWAY","99840","0394","9079832665","NO","CI","SO","Y","CI2",862,862,1,0,0,0,1,0.8,1.8,89651,6300,0,0,95951,NA,NA,NA,9040,NA,95951,0,13253,204,1169,60,2288,24580,1550,12482,13,280,2738,471,65,2626,14,"Y","Y","PE",2,4,120,"02","232",2001,"08",1
"50","AK","AK0069","AK0069-002","SOLDOTNA PUBLIC LIBRARY","235 BINKLEY STREET","SOLDOTNA","KENAI PENINSULA","99669","7523","235 BINKLEY STREET","SOLDOTNA","99669","7523","9072624227","NO","CI","SO","Y","CI2",11587,11587,1,0,0,0,3,0.5,3.5,221037,6300,0,14779,242116,117920,24378,142298,51459,36856,230613,0,38553,1500,1596,62,3068,76342,12261,103934,0,138,25787,781,3321,4234,26,"Y","Y","PE",2,6,191,"02","122",2001,"08",2
"51","AK","AK0070","AK0070-002","SUTTON PUBLIC LIBRARY","11317 NORTH JONESVILLE ROAD","SUTTON","MATANUSKA-SUSITNA","99674","0266","P.O. BOX 266","SUTTON","99674","0266","9077454467","NO","CO","SO","Y","CI2",2664,2664,1,0,0,0,0.75,0.25,1,83194,6300,0,0,89494,NA,NA,NA,14389,NA,89854,0,9423,369,509,33,1924,10839,200,10623,50,112,4821,468,0,5425,0,"Y","Y","PE",1,2,32,"02","170",2001,"08",1
"52","AK","AK0071","AK0071-002","TAKOTNA COMMUNITY LIBRARY","MILE 412 IDITAROD","TAKOTNA","YUKON-KOYUKUK","99675","0085","P.O. BOX 86","TAKOTNA","99675","0086","9072982229","NO","NP","SO","Y","CI1",50,50,1,0,0,0,0.3,0,0.3,0,6300,0,7637,13937,NA,NA,NA,4118,NA,13936,0,6040,60,232,8,624,1496,60,4844,0,0,1752,1024,0,540,16,"Y","Y","PI",1,1,50,"02","290",2001,"08",1
"53","AK","AK0072","AK0072-002","TALKEETNA PUBLIC LIBRARY","MILE 13.8 TALKEETNA SPUR ROAD","TALKEETNA","MATANUSKA-SUSITNA","99676","0768","P.O. BOX 768","TALKEETNA","99676","0768","9077332359","NO","CO","SO","Y","CI2",2433,2433,1,0,0,0,0.9,0.5,1.4,95673,6300,2500,0,104473,NA,NA,NA,14211,NA,101973,0,12666,216,696,61,1872,10411,175,10502,5,201,2647,744,0,5228,0,"Y","Y","PE",2,5,65,"02","170",2001,"08",1
"54","AK","AK0073","AK0073-002","TANANA COMMUNITY LIBRARY","89 FRONT STREET","TANANA","YUKON-KOYUKUK","99777","0089","P.O. BOX 109","TANANA","99777","0109","9073667211","NO","NP","SO","Y","CI1",308,308,1,0,0,0,0.25,0.25,0.5,7000,6300,6075,1662,21037,NA,NA,NA,2508,NA,19421,0,7500,575,281,29,490,1400,200,1380,0,107,720,257,0,7000,5,"Y","Y","PE",2,5,50,"02","290",2001,"08",1
"55","AK","AK0074","AK0074-002","DERMOTT O'TOOLE MEMORIAL LIBRARY","M","TENAKEE SPRINGS","SKAGWAY-ANGOON","99841","0035","P.O. BOX 35","TENAKEE SPRINGS","99841","0035","9077362248","NO","CI","SO","Y","CI1",104,104,1,0,0,0,0.28,0,0.28,5730,6120,0,330,12180,NA,NA,NA,2442,NA,12081,0,6100,307,689,4,550,1400,180,3188,0,79,1300,39,0,0,9,"N","N",NA,0,0,0,"02","232",2001,"08",1
"56","AK","AK0075","AK0075-002","TOK COMMUNITY LIBRARY","MILE 1314 ALASKA HIGHWAY","TOK","SE FAIRBANK","99780","0227","P.O. BOX 227","TOK","99780","0227","9078835623","NO","NP","SO","N","CI2",1393,1393,1,0,0,0,0,0,0,0,6300,0,4637,10937,NA,NA,NA,3489,NA,10938,0,11300,551,665,23,720,3774,301,4578,0,68,847,163,0,0,5,"N","Y","ST",1,0,0,"02","240",2001,"08",1
